ID Cliente,Cantidad Estimada (cajas),Categoría Recomendada Nombre,Producto Recomendado Nombre
4613,2.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
4614,1.0,ISOTÓNICOS,Powerade Mora Azul 1L NR Pet 6B
4615,4.0,AGUA PURIFICADA,Dasani S/G 6.05 Lts NR Pet 4B
4616,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4617,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
4618,2.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
4619,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
4620,2.0,TÉ,Fuze herb Mng Mzl Choice 500ml NR Pet 6B
4621,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4622,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4623,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4624,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
4626,11.0,AGUA PURIFICADA,Dasani S/G 6.05 Lts NR Pet 4B
4627,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
4628,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
463,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
4632,1.0,ISOTÓNICOS,Powerade Manzana Clear 1L NR Pet 6B
4633,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
4634,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4636,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4637,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
4638,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4639,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
464,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4640,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4641,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4642,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4643,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4644,2.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
4645,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
4647,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
4648,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
4649,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
465,2.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
4651,1.0,ISOTÓNICOS,Powerade Frutas 1L NR Pet 6B
4654,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
4655,3.0,BEBIDAS DE FRUTA,JDV Nrja Choice 950 ml NR Pet 12B
4656,2.0,TÉ,Fuze Tea Negro 3.0 1L NR Pet 6B
4657,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4658,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
466,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
4660,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
4661,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
4664,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4665,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
4666,3.0,BEBIDAS DE FRUTA,JDV Nrj Choice 1.25 Lts vid 12B
4667,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
4668,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4669,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
467,1.0,BEBIDAS DE FRUTA,D.Valle TTPack Drz 250ml NR 12B SB 3.0
4670,1.0,TÉ,Fuze Tea Negro 3.0 1L NR Pet 6B
4671,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
4672,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4674,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4675,2.0,TÉ,Fuze Tea Negro 3.0 1.5L NR Pet 6B
4676,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4678,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
468,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
4681,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
4682,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
4683,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4684,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4685,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
4686,1.0,BEBIDAS ENERGETICAS,Monster Lata 473 ml 4B
4687,0.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
4688,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
469,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4691,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4693,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
4694,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
4695,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4697,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
4698,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4699,16.0,COLAS,Coca-Cola E 500 ml NR Pet 12B
47,1.0,BEBIDAS DE FRUTA,JDV Nrja Choice 300ml NR Pet 12B
470,2.0,TÉ,Fuze Tea Negro 3.0 1.5L NR Pet 6B
4700,1.0,TÉ,Fuze Tea ColdFill Mgo-Mnll 550ml NR 12B
4704,4.0,AGUA PURIFICADA,Dasani S/G Scap 1.2 Lts NR Pet 12B Pilot
4705,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
4706,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4707,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
4708,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
4709,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
471,1.0,TÉ,Fuze Tea ColdFill Mgo-Mnll 1 Lts NR 6B
4710,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
4713,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
4714,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
4715,1.0,TÉ,Fuze Tea Negro 3.0 250ml NR Pet 12B
4716,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
4717,2.0,AGUA PURIFICADA,Dasani S/G Scap 1.2 Lts NR Pet 12B
4718,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
4719,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
472,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
4721,1.0,TÉ,Fuze Tea Negro 3.0 300ml RetVid 24B(V)
4722,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4723,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
4724,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
4726,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
4728,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
4729,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
4730,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
4731,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
4732,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
4733,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4734,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4735,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4736,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
4737,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4739,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
474,0.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4740,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4741,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4743,1.0,ISOTÓNICOS,Powerade Manzana Clear 1L NR Pet 6B
4744,2.0,TÉ,Fuze Tea Negro 3.0 1L NR Pet 6B
4745,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
4747,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4748,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
475,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
4750,1.0,BEBIDAS ENERGETICAS,Monster Lata 473 ml 4B
4751,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4753,1.0,TÉ,Fuze Tea Negro 3.0 250ml NR Pet 12B
4754,2.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
4756,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4758,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4759,2.0,TÉ,Fuze Tea Negro 3.0 1.5L NR Pet 6B
476,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
4762,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
4763,1.0,TÉ,Fuze Tea ColdFill Mgo-Mnll 550ml NR 12B
4765,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4766,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4767,3.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
4768,1.0,ISOTÓNICOS,Powerade Mora Azul 1L NR Pet 6B
4769,1.0,BEBIDAS ENERGETICAS,Monster Lata 473 ml 4B
477,2.0,TÉ,Fuze Tea Negro 3.0 1.5L NR Pet 6B
4770,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
4773,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
4774,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4776,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4777,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
4778,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4779,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
478,2.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
4780,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
4781,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
4782,1.0,TÉ,Fuze Tea Negro 3.0 250ml NR Pet 12B
4783,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4784,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4785,2.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
4786,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
4787,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
4788,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
4790,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4791,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4792,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
4793,1.0,TÉ,Fuze Tea Negro 3.0 1L NR Pet 6B
4794,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
4795,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4796,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4797,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
4798,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
4799,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
48,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
480,2.0,TÉ,Fuze Tea Negro 3.0 250ml NR Pet 12B
4801,0.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
4803,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4804,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4805,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
4806,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4807,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4808,1.0,BEBIDAS DE FRUTA,D.Valle TT Pack Drz 1Lts NR 6B 3.0
4809,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
481,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4810,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
4812,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4813,2.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
4814,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4815,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4816,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
4819,0.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
482,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
4820,2.0,TÉ,Fuze Tea Negro 3.0 300ml RetVid 24B(V)
4821,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
4824,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
4825,2.0,TÉ,Fuze Tea Negro 3.0 1L NR Pet 6B
4826,2.0,AGUA PURIFICADA,Dasani S/G Scap 1.2 Lts NR Pet 12B
4827,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
4828,1.0,TÉ,Fuze Tea Negro 3.0 250ml NR Pet 12B
4829,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
483,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
4831,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4832,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
4833,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4834,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4835,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
4836,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
4837,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
4838,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
4839,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
484,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
4840,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4841,1.0,ISOTÓNICOS,Powerade Manzana Clear 1L NR Pet 6B
4842,1.0,ISOTÓNICOS,Powerade Manzana Clear 1L NR Pet 6B
4843,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4844,0.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4845,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4846,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
4847,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
4848,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
4849,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
485,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
4851,1.0,ISOTÓNICOS,Powerade Mzn Clear 500 ml NR Pet 12B
4852,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
4854,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4855,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
4856,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
4857,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
4858,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
4859,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
486,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4860,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
4861,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
4862,2.0,BEBIDAS DE FRUTA,JDV Nrja Choice 950 ml NR Pet 12B
4863,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
4864,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
4865,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
4866,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4867,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4868,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4869,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
487,1.0,TÉ,Fuze Tea ColdFill Mgo-Mnll 1 Lts NR 6B
4870,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
4871,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
4872,1.0,TÉ,Fuze Tea Negro 3.0 250ml NR Pet 12B
4873,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
4874,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4875,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4877,2.0,AGUA PURIFICADA,Dasani S/G 600 ml NR Pet 16B
4878,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
488,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
4880,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
4881,5.0,BEBIDAS DE FRUTA,JDV Nrja Choice 950 ml NR Pet 12B
4882,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
4884,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
4885,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
4886,1.0,BEBIDAS ENERGETICAS,MONSTER LATA ULTRA ZERO 473 ML 4B (P.E.)
4888,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
4889,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
489,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
4890,1.0,AGUA PURIFICADA,Dasani S/G 600 ml NR Pet 16B
4891,2.0,TÉ,Fuze Tea Negro 3.0 1.5L NR Pet 6B
4892,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4895,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
4896,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
4897,2.0,TÉ,Fuze Tea Negro 3.0 300ml RetVid 24B(V)
4898,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
49,1.0,TÉ,Fuze Tea ColdFill Mgo-Mnll 1 Lts NR 6B
490,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4900,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4901,2.0,TÉ,Fuze Tea Negro 3.0 1L NR Pet 6B
4902,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
4904,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
4905,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
4906,2.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
4907,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4908,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4909,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
491,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4910,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
4911,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4913,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
4914,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
4916,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
4918,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
4919,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
492,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
4920,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4921,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
4923,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
4924,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
4926,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
4927,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
493,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4931,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
4932,1.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4933,1.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
4934,1.0,BEBIDAS ENERGETICAS,Monster Lata 473 ml 4B
4935,2.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
4937,1.0,ISOTÓNICOS,Powerade Manzana Clear 1L NR Pet 6B
4938,1.0,TÉ,Fuze Tea ColdFill Mgo-Mnll 1 Lts NR 6B
4939,39.0,AGUA PURIFICADA,Dasani S/G Scap 1.2 Lts NR Pet 12B
494,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
4940,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4941,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
4942,3.0,BEBIDAS DE FRUTA,JDV Nrja Choice 950 ml NR Pet 12B
4943,2.0,AGUA PURIFICADA,Dasani S/G Scap 1.2 Lts NR Pet 12B
4944,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
4945,1.0,ISOTÓNICOS,Powerade Manzana Clear 1L NR Pet 6B
4946,1.0,TÉ,Fuze Tea Negro 3.0 250ml NR Pet 12B
4947,0.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4948,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4949,1.0,TÉ,Fuze Tea Negro 3.0 1L NR Pet 6B
495,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4950,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
4951,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4952,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
4953,1.0,TÉ,Fuze Tea Negro 3.0 1L NR Pet 6B
4954,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
4955,2.0,AGUA PURIFICADA,Dasani S/G Scap 1.2 Lts NR Pet 12B
4956,1.0,TÉ,Fuze Tea ColdFill Mgo-Mnll 1 Lts NR 6B
4957,3.0,BEBIDAS DE FRUTA,Jdv Fresh Manz 950 ml NR Pet 12B
4958,13.0,AGUA PURIFICADA,Dasani S/G 6.05 Lts NR Pet 4B
4959,1.0,BEBIDAS DE FRUTA,D.Valle TT Pack Drz 1Lts NR 6B 3.0
496,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4960,2.0,SABORES,Fiora Harmony Fresa 1.35Lts NR Pet 12B
4961,1.0,TÉ,Fuze Tea Negro 3.0 1L NR Pet 6B
4965,0.0,AGUA MINERAL,Dasani Mineralizada 500 ml NR Pet 12B
4967,1.0,AGUA MINERAL,DASANI CG MARACUYA 300ml NR PET 12B
4969,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
497,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
4970,2.0,BEBIDAS DE FRUTA,JDV Nrj Choice 1.25 Lts vid 12B
4972,2.0,TÉ,Fuze Tea Negro 3.0 550ml NR Pet 12B
4974,1.0,AGUA MINERAL,DASANI CG MZN 300ml NR PET 12B
4975,1.0,BEBIDAS ENERGETICAS,Monster Lata Ultra Zero 473 ml 4B
4978,1.0,BEBIDAS ENERGETICAS,MONSTER LATA 473ml ZERO SUGAR
4979,1.0,AGUA PURIFICADA,Dasani S/G 600 ml NR Pet 16B
498,1.0,BEBIDAS ENERGETICAS,MONSTER LATA MANGO LOCO 473ML 4B
