ID Cliente,Volumen Estimado,Producto Recomendado
529,32.0,Coca-Cola 300 ml NR Pet 12B
5290,4.0,Coca-Cola E 500 ml NR Pet 12B
5291,4.0,Coca-Cola E 1Lt NR Pet 12B
5293,4.0,Coca-Cola 300 ml Ret Vid 24B (V)
5294,2.0,Coca-Cola E 1Lt NR Pet 12B
5295,7.0,Coca-Cola 300 ml NR Pet 12B
5296,5.0,Coca-Cola E 3 Lts NR 6B
5297,6.0,Coca-Cola E 1.35 Lts NR Pet 12B
5299,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
53,3.0,Coca-Cola 300 ml Ret Vid 24B (V)
530,5.0,Coca-Cola 300 ml NR Pet 12B
5300,4.0,Coca-Cola E 1Lt NR Pet 12B
5301,3.0,Coca-Cola E 3 Lts NR 6B
5303,9.0,Coca-Cola E 1Lt NR Pet 12B
5304,3.0,Coca-Cola 300 ml NR Pet 12B
5306,2.0,Coca-Cola 300 ml NR Pet 12B
5307,5.0,Coca-Cola 300 ml NR Pet 12B
5308,6.0,Coca-Cola 300 ml NR Pet 12B
5309,4.0,Coca-Cola E 1Lt NR Pet 12B
5310,3.0,Coca-Cola E 1Lt NR Pet 12B
5315,5.0,Coca-Cola 300 ml NR Pet 12B
5316,2.0,Dasani S/G 300ml NR Pet 12B
5319,3.0,Coca-Cola E 500 ml NR Pet 12B
5320,3.0,Coca-Cola 300 ml NR Pet 12B
5321,2.0,Coca-Cola E 1Lt NR Pet 12B
5322,4.0,Fuze Tea Negro 3.0 1L NR Pet 6B
5324,4.0,Coca-Cola E 1Lt NR Pet 12B
5325,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
5328,4.0,Coca-Cola 300 ml NR Pet 12B
5329,4.0,Coca-Cola E 1Lt NR Pet 12B
533,2.0,Coca-Cola E 1Lt NR Pet 12B
5333,3.0,Coca-Cola E 3 Lts NR 6B
5334,5.0,Coca-Cola E 1Lt NR Pet 12B
5336,4.0,Coca-Cola 300 ml NR Pet 12B
5338,4.0,Coca-Cola 300 ml NR Pet 12B
5339,5.0,Coca-Cola 300 ml NR Pet 12B
534,4.0,Coca-Cola E 1Lt NR Pet 12B
5342,4.0,Coca-Cola 300 ml NR Pet 12B
5343,7.0,Coca-Cola E 1Lt NR Pet 12B
5344,6.0,Inca Kola Choice 300 ml NR Pet 12B
5345,6.0,Coca-Cola 300 ml NR Pet 12B
5347,6.0,Coca-Cola E 1.35 Lts NR Pet 12B
5348,3.0,Coca-Cola E 1Lt NR Pet 12B
535,3.0,Coca-Cola E 1Lt NR Pet 12B
5351,2.0,Coca-Cola E 1Lt NR Pet 12B
5352,6.0,Coca-Cola E 1Lt NR Pet 12B
5353,2.0,Coca-Cola E 1Lt NR Pet 12B
5354,10.0,Coca-Cola 300 ml Ret Vid 24B (V)
5356,6.0,Coca-Cola 300 ml Ret Vid 24B (V)
5357,7.0,Coca-Cola 300 ml NR Pet 12B
5358,7.0,Coca-Cola E 1Lt NR Pet 12B
536,2.0,Coca-Cola E 1Lt NR Pet 12B
5360,2.0,Coca-Cola E 1Lt NR Pet 12B
5361,69.0,Coca-Cola 300 ml NR Pet 12B
5362,3.0,Coca-Cola 300 ml NR Pet 12B
5363,3.0,Coca-Cola E 1Lt NR Pet 12B
5364,4.0,Coca-Cola E 1Lt NR Pet 12B
5366,5.0,Coca-Cola E 1Lt NR Pet 12B
5367,5.0,Inca Kola Choice 300 ml NR Pet 12B
5368,13.0,Coca-Cola 300 ml NR Pet 12B
5369,4.0,Coca-Cola 300 ml NR Pet 12B
537,4.0,Coca-Cola 300 ml NR Pet 12B
5370,7.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
5371,2.0,Fioravanti Mzna Svrd 200 ml NR Pet 12B
5373,2.0,Coca-Cola E 1Lt NR Pet 12B
5374,3.0,Inca-Kola Choice 1L NR Pet 12B
5376,3.0,Coca-Cola 300 ml NR Pet 12B
5377,5.0,Coca-Cola E 1Lt NR Pet 12B
5378,3.0,Coca-Cola 300 ml NR Pet 12B
5379,3.0,Coca-Cola E 1Lt NR Pet 12B
538,2.0,Coca-Cola 300 ml NR Pet 12B
5380,3.0,Coca-Cola 300 ml NR Pet 12B
5382,2.0,Coca-Cola E 3 Lts NR 6B
5383,5.0,Coca-Cola 300 ml Ret Vid 24B (V)
5384,3.0,Coca-Cola E 1Lt NR Pet 12B
5385,6.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
5386,4.0,Coca-Cola 300 ml NR Pet 12B
5389,5.0,Coca-Cola 300 ml NR Pet 12B
5390,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
5391,2.0,Coca-Cola E 3 Lts NR 6B
5393,3.0,Coca-Cola E 1Lt NR Pet 12B
5396,3.0,Coca-Cola E 1Lt NR Pet 12B
5398,3.0,Coca-Cola E 1Lt NR Pet 12B
5399,3.0,Coca-Cola 300 ml NR Pet 12B
54,5.0,Coca-Cola 300 ml NR Pet 12B
540,10.0,Coca-Cola 300 ml NR Pet 12B
5400,2.0,Dasani S/G 600 ml NR Pet 16B
5401,10.0,Dasani S/G 600 ml NR Pet 16B
5402,4.0,Coca-Cola E 3 Lts NR 6B
5403,2.0,Coca-Cola E 1Lt NR Pet 12B
5405,4.0,Coca-Cola E 1Lt NR Pet 12B
5406,2.0,Coca-Cola E 1Lt NR Pet 12B
5407,12.0,Coca-Cola 300 ml NR Pet 12B
5408,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
5409,9.0,Coca-Cola 300 ml NR Pet 12B
541,4.0,Coca-Cola E 1.35 Lts NR Pet 12B
5410,2.0,Coca-Cola E 1Lt NR Pet 12B
5411,5.0,Coca-Cola 300 ml NR Pet 12B
5412,3.0,Coca-Cola E 1Lt NR Pet 12B
5414,4.0,Coca-Cola 300 ml NR Pet 12B
5415,5.0,Coca-Cola 300 ml Ret Vid 24B (V)
5416,9.0,Coca-Cola 300 ml NR Pet 12B
5417,2.0,Coca-Cola E 3 Lts NR 6B
5418,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
5419,2.0,Coca-Cola E 1Lt NR Pet 12B
542,3.0,Coca-Cola E 1.35 Lts NR Pet 12B
5420,10.0,Coca-Cola E 1Lt NR Pet 12B
5421,5.0,Coca-Cola 300 ml NR Pet 12B
5422,5.0,Coca-Cola E 3 Lts NR 6B
5423,5.0,Coca-Cola E 1Lt NR Pet 12B
5424,7.0,Coca-Cola 300 ml NR Pet 12B
5425,2.0,Coca-Cola E 1Lt NR Pet 12B
5426,2.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
5427,5.0,Coca-Cola 300 ml NR Pet 12B
5428,4.0,Coca-Cola E 1Lt NR Pet 12B
5429,2.0,Coca-Cola E 1Lt NR Pet 12B
543,1.0,Inca Kola Choice 300 ml NR Pet 12B
5430,4.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
5431,3.0,Coca-Cola 300 ml NR Pet 12B
5432,3.0,Dasani S/G 600 ml NR Pet 16B
5433,2.0,Coca-Cola E 1Lt NR Pet 12B
5434,7.0,Coca-Cola E 3 Lts NR 6B
5435,2.0,D.Valle TTPack Drz 250ml NR 12B SB 3.0
5436,3.0,Coca-Cola E 3 Lts NR 6B
5437,3.0,Coca-Cola E 1.35 Lts NR Pet 12B
5438,3.0,Coca-Cola 300 ml NR Pet 12B
5439,2.0,Coca-Cola E 3 Lts NR 6B
544,4.0,Coca-Cola E 500 ml NR Pet 12B
5440,2.0,Dasani S/G 300ml NR Pet 12B
5441,4.0,Coca-Cola E 1.35 Lts NR Pet 12B
5443,3.0,Coca-Cola 300 ml NR Pet 12B
5444,4.0,Coca-Cola E 1Lt NR Pet 12B
5445,14.0,Coca-Cola 300 ml NR Pet 12B
5446,2.0,Coca-Cola E 3 Lts NR 6B
5447,2.0,Coca-Cola 300 ml NR Pet 12B
5449,5.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
5450,4.0,Coca-Cola E 1Lt NR Pet 12B
5451,3.0,Coca-Cola E 1Lt NR Pet 12B
5452,3.0,Coca-Cola E 1Lt NR Pet 12B
5453,2.0,Coca-Cola E 1Lt NR Pet 12B
5454,9.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
5455,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
5458,2.0,Inca-Kola Choice 1L NR Pet 12B
5459,4.0,Coca-Cola 300 ml Ret Vid 24B (V)
546,2.0,Coca-Cola 300 ml NR Pet 12B
5460,5.0,Coca-Cola 300 ml NR Pet 12B
5461,5.0,Coca-Cola 300 ml NR Pet 12B
5463,3.0,Coca-Cola E 3 Lts NR 6B
5464,2.0,Coca-Cola E 1Lt NR Pet 12B
5466,2.0,Coca-Cola E 1Lt NR Pet 12B
5468,5.0,Coca-Cola 300 ml NR Pet 12B
5469,3.0,Coca-Cola 300 ml NR Pet 12B
547,5.0,Dasani S/G Scap 1.2 Lts NR Pet 12B
5470,7.0,Coca-Cola 300 ml NR Pet 12B
5473,6.0,Coca-Cola E 1Lt NR Pet 12B
5474,5.0,Coca-Cola E 1Lt NR Pet 12B
5475,5.0,Coca-Cola E 3 Lts NR 6B
5476,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
5477,11.0,Coca-Cola E 1.35 Lts NR Pet 12B
5478,3.0,Coca-Cola E 1Lt NR Pet 12B
548,2.0,Coca-Cola E 1Lt NR Pet 12B
5480,2.0,Coca-Cola E 1Lt NR Pet 12B
5483,4.0,Coca-Cola 300 ml NR Pet 12B
5484,3.0,Coca-Cola E 1Lt NR Pet 12B
5485,3.0,Coca-Cola E 1Lt NR Pet 12B
5486,6.0,JDV Nrja Choice 950 ml NR Pet 12B
5487,6.0,Fanta Harmony Nrj 1.35 Lts NR Pet 12B
5488,3.0,Coca-Cola 300 ml NR Pet 12B
549,3.0,Coca-Cola E 1Lt NR Pet 12B
5490,2.0,Coca-Cola E 1Lt NR Pet 12B
5492,5.0,Coca-Cola E 1Lt NR Pet 12B
5493,4.0,Coca-Cola 300 ml NR Pet 12B
5494,5.0,Coca-Cola E 3 Lts NR 6B
5495,4.0,Coca-Cola E 1Lt NR Pet 12B
5496,2.0,Coca-Cola 300 ml NR Pet 12B
5497,3.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
55,2.0,Coca-Cola E 1.35 Lts NR Pet 12B
550,3.0,Coca-Cola E 1Lt NR Pet 12B
5500,4.0,Coca-Cola E 3 Lts NR 6B
5501,13.0,Coca-Cola 300 ml NR Pet 12B
5503,2.0,Coca-Cola 300 ml NR Pet 12B
5504,3.0,Dasani S/G 300ml NR Pet 12B
5506,5.0,Coca-Cola 300 ml NR Pet 12B
5507,3.0,Dasani S/G 600 ml NR Pet 16B
551,3.0,Coca-Cola E 1Lt NR Pet 12B
5510,4.0,Coca-Cola E 3 Lts NR 6B
5512,4.0,Coca-Cola E 500 ml NR Pet 12B
5513,4.0,Coca-Cola 300 ml Ret Vid 24B (V)
5514,4.0,Coca-Cola E 1Lt NR Pet 12B
5515,3.0,Coca-Cola E 1Lt NR Pet 12B
5516,8.0,Coca-Cola E 3 Lts NR 6B
5517,7.0,Coca-Cola 300 ml NR Pet 12B
5518,5.0,Coca-Cola 300 ml Ret Vid 24B (V)
5519,7.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
552,2.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
5520,3.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
5521,8.0,Coca-Cola 300 ml NR Pet 12B
5522,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
5523,4.0,Coca-Cola 300 ml NR Pet 12B
5525,3.0,Coca-Cola E 1Lt NR Pet 12B
5526,2.0,Coca-Cola E 1Lt NR Pet 12B
5527,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
5528,2.0,Coca-Cola 300 ml NR Pet 12B
553,5.0,Coca-Cola E 1Lt NR Pet 12B
5530,3.0,Coca-Cola E 1Lt NR Pet 12B
5531,2.0,Coca-Cola 300 ml NR Pet 12B
5532,6.0,Fanta Harmony Nrj 1.35 Lts NR Pet 12B
5533,5.0,Coca-Cola 300 ml NR Pet 12B
5535,2.0,Coca-Cola E 1.35 Lts NR Pet 12B
5536,3.0,Coca-Cola E 1Lt NR Pet 12B
5537,4.0,Coca-Cola E 1Lt NR Pet 12B
5539,3.0,Coca-Cola 300 ml NR Pet 12B
554,2.0,Coca-Cola 300 ml NR Pet 12B
5541,2.0,Coca-Cola 300 ml NR Pet 12B
5542,3.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
5543,3.0,Coca-Cola E 1Lt NR Pet 12B
5544,4.0,Coca-Cola E 1.35 Lts NR Pet 12B
5546,6.0,Coca-Cola 300 ml NR Pet 12B
5547,2.0,Coca-Cola 300 ml NR Pet 12B
5548,2.0,Coca-Cola 300 ml NR Pet 12B
5549,3.0,Coca-Cola E 1Lt NR Pet 12B
555,5.0,Coca-Cola E 1Lt NR Pet 12B
5550,5.0,Coca-Cola 300 ml NR Pet 12B
5552,2.0,Coca-Cola E 1Lt NR Pet 12B
5553,10.0,Dasani S/G 6.05 Lts NR Pet 4B
5554,3.0,Coca-Cola SA KZ 1.25Lts Ret Vid 12B TAC
5555,2.0,Coca-Cola 300 ml NR Pet 12B
5556,3.0,Coca-Cola 300 ml NR Pet 12B
5557,5.0,Coca-Cola 300 ml NR Pet 12B
556,4.0,Coca-Cola E 1Lt NR Pet 12B
5561,5.0,Dasani S/G Scap 1.2 Lts NR Pet 12B
5562,2.0,Coca-Cola 300 ml NR Pet 12B
5564,2.0,Coca-Cola 300 ml NR Pet 12B
5565,2.0,Coca-Cola E 1Lt NR Pet 12B
5566,4.0,Coca-Cola 300 ml NR Pet 12B
5567,2.0,Coca-Cola E 1Lt NR Pet 12B
5568,3.0,Coca-Cola E 1Lt NR Pet 12B
557,11.0,Coca-Cola 300 ml NR Pet 12B
5570,3.0,Coca-Cola E 1Lt NR Pet 12B
5573,2.0,Coca-Cola E 1Lt NR Pet 12B
5574,3.0,Coca-Cola 300 ml NR Pet 12B
5575,14.0,Coca-Cola 300 ml NR Pet 12B
5576,2.0,Coca-Cola E 1Lt NR Pet 12B
5577,19.0,Coca-Cola E 1Lt NR Pet 12B
5578,4.0,Coca-Cola 300 ml NR Pet 12B
5579,5.0,Coca-Cola 300 ml Ret Vid 24B (V)
558,2.0,Coca-Cola SA KZ 1.25Lts Ret Vid 12B TAC
5580,3.0,Coca-Cola 300 ml NR Pet 12B
5583,5.0,Coca-Cola E 1Lt NR Pet 12B
5584,3.0,Coca-Cola 300 ml Ret Vid 24B (V)
5587,8.0,Coca-Cola 300 ml NR Pet 12B
5588,1.0,Coca-Cola E 1Lt NR Pet 12B
5589,2.0,Coca-Cola 300 ml NR Pet 12B
559,2.0,Coca-Cola E 1Lt NR Pet 12B
5590,4.0,Coca-Cola E 3 Lts NR 6B
5591,5.0,Sprite Harmony 1.35 Lts NR Pet 12B
5592,5.0,Coca-Cola E 1Lt NR Pet 12B
5593,1.0,Coca-Cola E 1Lt NR Pet 12B
5596,3.0,Coca-Cola 300 ml NR Pet 12B
5599,4.0,Powerade Mora Azul 1L NR Pet 6B
56,3.0,Coca-Cola 300 ml NR Pet 12B
560,12.0,Coca-Cola 300 ml NR Pet 12B
5600,5.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
5601,3.0,Coca-Cola 300 ml NR Pet 12B
5602,2.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
5603,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
5604,2.0,Coca-Cola E 1Lt NR Pet 12B
5605,2.0,Coca-Cola E 1Lt NR Pet 12B
5606,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
5607,2.0,Coca-Cola E 1Lt NR Pet 12B
5609,3.0,Coca-Cola E 1Lt NR Pet 12B
561,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
5610,2.0,Coca-Cola E 1Lt NR Pet 12B
5611,2.0,Coca-Cola E 1Lt NR Pet 12B
5612,3.0,Coca-Cola E 1Lt NR Pet 12B
5614,3.0,Coca-Cola 300 ml Ret Vid 24B (V)
5617,3.0,Coca-Cola E 1Lt NR Pet 12B
5618,24.0,Coca-Cola 300 ml Ret Vid 24B (V)
5619,4.0,Coca-Cola 300 ml NR Pet 12B
562,2.0,Coca-Cola E 500 ml NR Pet 12B
5620,4.0,Coca-Cola 300 ml Ret Vid 24B (V)
5621,3.0,Coca-Cola E 1Lt NR Pet 12B
5622,6.0,Coca-Cola E 3 Lts NR 6B
5623,3.0,Inca Kola Choice 300 ml NR Pet 12B
5624,2.0,Powerade Frutas Trop 500 ml NR Pet 12B
5628,4.0,Coca-Cola 300 ml NR Pet 12B
5629,2.0,Coca-Cola E 1Lt NR Pet 12B
563,4.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
5630,5.0,Coca-Cola 300 ml NR Pet 12B
5632,4.0,Coca-Cola E 1Lt NR Pet 12B
5634,2.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
5635,4.0,Sprite Harmony 1.35 Lts NR Pet 12B
5636,3.0,Coca-Cola E 3 Lts NR 6B
5637,5.0,Inca Kola Choice 300 ml NR Pet 12B
5639,3.0,Coca-Cola E 1Lt NR Pet 12B
564,9.0,Coca-Cola 300 ml NR Pet 12B
5640,3.0,Coca-Cola E 1Lt NR Pet 12B
5641,3.0,Coca-Cola 300 ml NR Pet 12B
5642,3.0,Coca-Cola E 3 Lts NR 6B
5643,3.0,Coca-Cola 300 ml NR Pet 12B
5644,3.0,Coca-Cola E 3 Lts NR 6B
5645,14.0,Coca-Cola E 1Lt NR Pet 12B
5646,6.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
5647,4.0,Coca-Cola E 3 Lts NR 6B
5648,2.0,Fanta Harmony Nrj 2Lts Ret Pet 9B
5649,4.0,Coca-Cola E 1Lt NR Pet 12B
565,4.0,Coca-Cola 300 ml NR Pet 12B
5650,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
5652,10.0,Coca-Cola 300 ml NR Pet 12B
5653,2.0,Coca-Cola E 1Lt NR Pet 12B
5654,3.0,Coca-Cola E 1Lt NR Pet 12B
5656,2.0,Coca-Cola E 1Lt NR Pet 12B
5657,3.0,Coca-Cola E 1Lt NR Pet 12B
5658,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
5659,3.0,Coca-Cola 300 ml NR Pet 12B
5660,6.0,Coca-Cola 300 ml NR Pet 12B
5661,2.0,Coca-Cola E 500 ml NR Pet 12B
5662,4.0,Coca-Cola 300 ml NR Pet 12B
5664,3.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
5667,2.0,Coca-Cola E 3 Lts NR 6B
5668,3.0,Coca-Cola E 1Lt NR Pet 12B
5669,8.0,Coca-Cola E 1Lt NR Pet 12B
567,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
5672,3.0,Coca-Cola E 1Lt NR Pet 12B
5676,3.0,Fanta Harmony Nrj 300 ml Ret Vid 24B (V)
5677,4.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
5678,3.0,Coca-Cola E 1.35 Lts NR Pet 12B
5679,2.0,Coca-Cola E 1Lt NR Pet 12B
568,5.0,Coca-Cola 300 ml NR Pet 12B
5681,4.0,Coca-Cola 300 ml Ret Vid 24B (V)
5683,3.0,Coca-Cola E 1Lt NR Pet 12B
5684,3.0,Dasani S/G 300ml NR Pet 12B
5686,2.0,Coca-Cola E 3 Lts NR 6B
5688,3.0,Coca-Cola E 1Lt NR Pet 12B
5689,3.0,Coca-Cola E 3 Lts NR 6B
569,5.0,Coca-Cola E 1Lt NR Pet 12B
5690,3.0,Coca-Cola 300 ml NR Pet 12B
5691,3.0,Coca-Cola E 3 Lts NR 6B
5692,4.0,Coca-Cola 300 ml Ret Vid 24B (V)
5693,2.0,Coca-Cola E 3 Lts NR 6B
5694,2.0,Coca-Cola 300 ml NR Pet 12B
5696,3.0,Coca-Cola 300 ml NR Pet 12B
5697,3.0,Coca-Cola 300 ml NR Pet 12B
5698,2.0,Coca-Cola E 1Lt NR Pet 12B
57,4.0,Coca-Cola E 1Lt NR Pet 12B
570,3.0,Fanta Harmony Nrj 300 ml Ret Vid 24B (V)
5700,5.0,Coca-Cola 300 ml Ret Vid 24B (V)
5701,2.0,Coca-Cola 300 ml NR Pet 12B
5702,2.0,Coca-Cola 300 ml NR Pet 12B
5703,3.0,Coca-Cola E 2Lts NR Pet 6B
5704,3.0,Coca-Cola E 1Lt NR Pet 12B
5705,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
5706,4.0,Coca-Cola E 3 Lts NR 6B
5708,3.0,Coca-Cola E 3 Lts NR 6B
5709,6.0,Coca-Cola 300 ml NR Pet 12B
571,5.0,Coca-Cola 300 ml Ret Vid 24B (V)
5710,3.0,Coca-Cola E 1Lt NR Pet 12B
5711,4.0,Coca-Cola E 1Lt NR Pet 12B
5714,4.0,Coca-Cola E 1Lt NR Pet 12B
5715,4.0,Coca-Cola E 1.35 Lts NR Pet 12B
5719,3.0,Coca-Cola E 1Lt NR Pet 12B
572,2.0,Coca-Cola E 1Lt NR Pet 12B
5720,3.0,Coca-Cola 300 ml NR Pet 12B
5721,3.0,Coca-Cola E 1Lt NR Pet 12B
5722,4.0,Coca-Cola 300 ml NR Pet 12B
5723,6.0,Coca-Cola E 1.35 Lts NR Pet 12B
5724,4.0,Coca-Cola E 1Lt NR Pet 12B
5726,6.0,Coca-Cola E 3 Lts NR 6B
5727,6.0,Coca-Cola SA KZ 1.25Lts Ret Vid 12B TAC
5728,4.0,Coca-Cola 300 ml Ret Vid 24B (V)
5729,3.0,Coca-Cola 300 ml NR Pet 12B
573,7.0,Coca-Cola 300 ml NR Pet 12B
5730,3.0,Coca-Cola E 1Lt NR Pet 12B
5731,4.0,Coca-Cola E 1Lt NR Pet 12B
5732,3.0,Coca-Cola 300 ml NR Pet 12B
5734,2.0,Coca-Cola E 1Lt NR Pet 12B
5735,3.0,Coca-Cola E 1Lt NR Pet 12B
5736,3.0,Coca-Cola 300 ml NR Pet 12B
5737,2.0,Coca-Cola E 1Lt NR Pet 12B
5738,2.0,Coca-Cola E 1Lt NR Pet 12B
5739,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
574,2.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
5741,3.0,Coca-Cola E 1Lt NR Pet 12B
5742,2.0,Coca-Cola E 3 Lts NR 6B
5744,6.0,Coca-Cola 300 ml NR Pet 12B
5745,3.0,Coca-Cola E 1Lt NR Pet 12B
5746,4.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
5748,10.0,Coca-Cola 300 ml NR Pet 12B
5749,2.0,Coca-Cola E 1Lt NR Pet 12B
575,4.0,Coca-Cola E 1Lt NR Pet 12B
5750,2.0,Coca-Cola E 1Lt NR Pet 12B
5752,3.0,Coca-Cola E 1Lt NR Pet 12B
5753,3.0,Coca-Cola E 1.35 Lts NR Pet 12B
5755,2.0,Coca-Cola Lata 355 ml 6B
5757,5.0,Coca-Cola 300 ml NR Pet 12B
5758,3.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
5759,3.0,Coca-Cola E 1Lt NR Pet 12B
576,5.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
5762,5.0,Coca-Cola E 1Lt NR Pet 12B
5763,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
5767,6.0,Dasani S/G 600 ml NR Pet 16B
577,5.0,Coca-Cola E 1Lt NR Pet 12B
5770,4.0,Coca-Cola 300 ml NR Pet 12B
5771,4.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
5772,4.0,Coca-Cola E 1Lt NR Pet 12B
5773,2.0,Coca-Cola E 1Lt NR Pet 12B
5774,3.0,Coca-Cola E 1Lt NR Pet 12B
5776,9.0,Coca-Cola 300 ml NR Pet 12B
5778,2.0,Coca-Cola E 1Lt NR Pet 12B
5779,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
578,3.0,Coca-Cola E 1Lt NR Pet 12B
5780,4.0,Inca-Kola Choice 1L NR Pet 12B
5781,2.0,Coca-Cola E 500 ml NR Pet 12B
5782,2.0,Coca-Cola 300 ml NR Pet 12B
5783,5.0,Coca-Cola 300 ml Ret Vid 24B (V)
5785,4.0,Coca-Cola E 1Lt NR Pet 12B
579,6.0,Coca-Cola 300 ml NR Pet 12B
5792,5.0,Coca-Cola SA KZ 1.25Lts Ret Vid 12B TAC
5793,2.0,Coca-Cola SA KZ 1.25Lts Ret Vid 12B TAC
5797,3.0,Coca-Cola E 1Lt NR Pet 12B
5798,5.0,Coca-Cola 300 ml Ret Vid 24B (V)
5799,4.0,Dasani S/G 300ml NR Pet 12B
58,1.0,Dasani S/G Scap 1.2 Lts NR Pet 12B
580,4.0,Coca-Cola 300 ml Ret Vid 24B (V)
5800,4.0,Coca-Cola E 1Lt NR Pet 12B
5801,5.0,Coca-Cola E 1Lt NR Pet 12B
5802,3.0,Coca-Cola E 1Lt NR Pet 12B
5804,3.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
5806,2.0,Coca-Cola E 1Lt NR Pet 12B
5808,3.0,Coca-Cola E 3 Lts NR 6B
5809,11.0,Coca-Cola 300 ml NR Pet 12B
581,9.0,Coca-Cola E 1Lt NR Pet 12B
5810,6.0,Coca-Cola E 1Lt NR Pet 12B
5813,6.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
5814,7.0,Coca-Cola E 1Lt NR Pet 12B
582,3.0,Coca-Cola 300 ml Ret Vid 24B (V)
5821,3.0,D.Valle TTPack Drz 250ml NR 12B SB 3.0
5822,2.0,Inca Kola Choice 300 ml NR Pet 12B
5823,3.0,Inca Kola Choice 300 ml NR Pet 12B
5825,4.0,Coca-Cola E 3 Lts NR 6B
5828,3.0,Inca Kola Choice 300 ml NR Pet 12B
5830,3.0,Coca-Cola E 1Lt NR Pet 12B
5831,2.0,Coca-Cola E 1Lt NR Pet 12B
5832,5.0,Coca-Cola E 1Lt NR Pet 12B
5833,4.0,Coca-Cola E 1Lt NR Pet 12B
5836,3.0,Coca-Cola E 1Lt NR Pet 12B
5837,2.0,Inca Kola Choice 300 ml NR Pet 12B
5839,9.0,Coca-Cola SA KZ 2 Lts Ret-Pet 9B TAC
584,5.0,Dasani S/G 600 ml NR Pet 16B
5841,3.0,Coca-Cola E 1Lt NR Pet 12B
5842,9.0,Coca-Cola 300 ml NR Pet 12B
5843,3.0,Coca-Cola 300 ml NR Pet 12B
5844,3.0,Coca-Cola 300 ml Ret Vid 24B (V)
5845,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
5846,6.0,Coca-Cola 300 ml NR Pet 12B
5847,7.0,Coca-Cola 300 ml NR Pet 12B
5848,2.0,Coca-Cola SA KZ 1.25Lts Ret Vid 12B TAC
5849,3.0,Coca-Cola 300 ml NR Pet 12B
5850,2.0,Coca-Cola 300 ml NR Pet 12B
5852,4.0,Coca-Cola E 1Lt NR Pet 12B
5853,3.0,Coca-Cola E 3 Lts NR 6B
5856,5.0,Coca-Cola 300 ml NR Pet 12B
5857,2.0,Coca-Cola E 1Lt NR Pet 12B
5858,2.0,Coca-Cola E 1Lt NR Pet 12B
586,5.0,Coca-Cola 300 ml NR Pet 12B
5860,6.0,Coca-Cola E 3 Lts NR 6B
5861,7.0,Coca-Cola 300 ml NR Pet 12B
5862,3.0,Coca-Cola 300 ml NR Pet 12B
5863,3.0,Coca-Cola 300 ml NR Pet 12B
5864,7.0,Coca-Cola 300 ml NR Pet 12B
5865,6.0,Coca-Cola E 1Lt NR Pet 12B
